,emotion,labels_clean
6637,lonely,2 years I thought I missef my ex but wr talk often and I definitely dont want that headache lol
6638,lonely,Thanks Hopefully he is a decent driver
6652,lonely,Well that escalated quickly Im hoping this is not real
6653,lonely, That is messed up did heshe show any warning signs before their passing Its not your fault by the way
6654,lonely,It is real unfortunately
6658,sad,Sorry for the bad news
6659,sad,I know she will make it
6660,sad,Thanks for the condolences They are telling me it isnt severe so I have somewhat high hopes for her eventual recovery
6673,lonely,That must of been no fun
6674,lonely,Did you have a flashlight
6675,lonely,It was way too quiet  You could hear  everything I hated being out there by myself
6718,sad,Aw man Ive been there before Has anyone tried using it
6719,sad,That really sucks Fortunate to hear that no one misused it though They are typically pretty fast at sending you a new one
6720,sad,No I kept track of the transaction on my mobile app Im pretty sure I lost it
6730,lonely,That sucks did you still have fun
6731,lonely,What did you bowl
6732,lonely,No not really I went anyway because I wanted to have a good time It was rather lonely
6784,lonely,That would be depressing did you plan it yourself or did someone plan it for you
6785,lonely,Maybe if you post to social media a bunch of random strangers will show up
6786,lonely,Well both sort of I expected at least one person ya know Not a single soul to be found
6825,sad,I am sorry to hear that
6826,sad,I hope you had fun with her
6827,sad,Thank you she was pretty old so our family sort of expected it but she left so quick 
6948,sad,Oh my god Have you posted everywhere and checked shelters
6949,sad,Oh no Did she have a microchip
6950,sad,Yes we have I feel so bad We have only had her for a few months She was a rescue dog
6954,sad,Im very sorry to hear that hopefully it will get better with time
6955,sad,Im sure she is in a better place Looking down on you
6956,sad,It will She was an awesome lady
6957,sad,I
7058,sad,Im sorry to hear that I lost mine recently also
7059,sad,That must be hard 
7060,sad,Im sure it will get better with time I used to see her everyday for lunch I miss those times
7064,lonely,I know that feeling that is no fun but at least they are learning
7065,lonely,That is good that is a nice way to make a bit of extra money
7066,lonely,Yep I will be alone at home but if I get them all on good schedules I will find a part time job
7067,lonely,Nothing wrong with extra money
7068,sad,Im sorry to hear that  Did you spend a lot of time with her
7069,sad,Thats terrible  I hope shes at least at peace now
7070,sad,I did we were very close it really hit me hard
7147,lonely,who are we talking about
7148,lonely,Oh I am sorry to hear that
7149,lonely,it was me  went to a game alone  got tix for my friend but he could not make it
7281,lonely,It must be hard being apart Just know he will return a better person most likely
7282,lonely,He will need your support when he gets back Just stay strong and know its for the best
7283,lonely,It is very hard I live alone now so it makes it hard especially at night I keep hoping so As he has so many deep rooted issues
7738,lonely,I think you should get out and explore  Im in a similar situationmoved to South Texas with zero connectionsfamily to jumpstart my businessand Ive met some pretty amazing people
7739,lonely,You definitely will trust me
7740,lonely,Yeah I guess I should just put myself out there  I hope I feel better if I finally make some friends
7748,sad,Why did they do tha
7749,sad,I am sorry that happened to you
7750,sad,I do not know i was always smarter than the rest so i think they did not like me
7751,sad,I have grown and learned very much from it
7788,lonely,How did you feel about that
7789,lonely,I know the feeling  Just broke up with my exgf 5 months ago  But heshe is out there chin up 
7790,lonely,Well I felt a bit lonely to say the least
7809,lonely,Aw sorry about that Did you have a pet you could take there with you
7810,lonely,Yeah I have a dog and I take it to the park sometimes It can help you feel less lonely for sure
7811,lonely,No I dont have any pets I was so lonely Maybe I should think about getting one to take with me
7812,sad,Dang thats quite a large amount of money to lose Hopefully it went to someone who needs it
7813,sad,That would be nice Maybe hell go and buy some candy from the candy store
7814,sad,Yeah thats what I was thinking It was in a neighborhood so hopefully some kid found it and can buy something he always wanted
7836,sad,Aw that sucks Everyone gets old eventually how old is shehe
7837,sad,Thats good to hear I hope he feels and gets better
7838,sad,Hes 15 hes small though so I think hes handling it better than the bigger dogs
7845,lonely,Thats too bad Its nice to have friends to revel in our victories Why dont you get yourself a beer and relax on the porch
7846,lonely,If you need someone to join in just let me know
7847,lonely,That sounds like a wonderful idea I will do that
7878,lonely,Oh wow Maybe they were busy doing other things Did you find anyone else to play with
7879,lonely,Sometimes playing by ourselves is how we get better
7880,lonely,I think I played solo by myself but it is what it is
7895,sad,Wow thats unfortunate People dont realize that can happen but it happened to my friend when we were little
7896,sad,Sorry to hear that recovering from any pet lose is hard
7897,sad,Yeah I think its just because Im so fat that I couldnt chase the little runt He was so much faster than me I was so disheartened and out of breath
7928,lonely,Well there are always bigger fish in the sea trust me
7929,lonely,That is also very important to learn
7930,lonely,Thank you maybe I need to learn to love myself first
7931,sad,That sucks do you feel better now
7932,sad,Yeah isolation can happen when you get super sad At least you are feeling better now
7933,sad,I do But i never thought i would shut myself out that much
7949,sad,Ouch that stinks man why she do it
